epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,465.91,0.82966,0.53086,0.84402,0.98632,0.97198,0.97827,0.75678,0.81393,0.6264,0.81931,0.0017228,0.0017228,0.0017228
16,496.541,0.8414,0.53351,0.85343,0.98156,0.97629,0.98101,0.73988,0.83794,0.63318,0.82417,0.001703,0.001703,0.001703
17,527.899,0.8192,0.52526,0.84718,0.98002,0.97845,0.98007,0.75151,0.8161,0.62946,0.82636,0.0016832,0.0016832,0.0016832
18,559.039,0.80412,0.52424,0.84463,0.99122,0.97629,0.98261,0.75525,0.86303,0.6056,0.82657,0.0016634,0.0016634,0.0016634
19,590.07,0.86437,0.5293,0.85317,0.99124,0.97601,0.9837,0.76374,0.843,0.56448,0.82859,0.0016436,0.0016436,0.0016436
20,621.546,0.89058,0.5366,0.85052,0.98259,0.97334,0.97724,0.75555,0.88368,0.58367,0.82909,0.0016238,0.0016238,0.0016238
21,652.849,0.87302,0.53994,0.85427,0.97879,0.97198,0.9773,0.76939,0.8464,0.55153,0.82383,0.001604,0.001604,0.001604
22,684.209,0.86868,0.51576,0.84383,0.98908,0.9762,0.98275,0.76038,0.84074,0.51338,0.825,0.0015842,0.0015842,0.0015842
23,715.561,0.84318,0.52258,0.84431,0.99341,0.975,0.98172,0.78626,0.79797,0.50475,0.81817,0.0015644,0.0015644,0.0015644
24,746.456,0.79756,0.4982,0.84971,0.9956,0.9761,0.98234,0.79545,0.73935,0.46584,0.80557,0.0015446,0.0015446,0.0015446
25,777.404,0.78403,0.48027,0.84488,0.99341,0.97477,0.98256,0.79368,0.73377,0.46423,0.80519,0.0015248,0.0015248,0.0015248
26,808.535,0.80833,0.48091,0.84267,0.99181,0.97629,0.97936,0.78097,0.80492,0.4873,0.81306,0.001505,0.001505,0.001505
27,839.759,0.79237,0.48069,0.83625,0.99232,0.97629,0.9834,0.80252,0.72708,0.46142,0.8044,0.0014852,0.0014852,0.0014852
28,870.888,0.7586,0.467,0.8367,0.99303,0.97414,0.98277,0.80516,0.7225,0.44504,0.80696,0.0014654,0.0014654,0.0014654
29,902.572,0.74003,0.45963,0.83292,0.99298,0.97414,0.98428,0.81222,0.71542,0.4333,0.80523,0.0014456,0.0014456,0.0014456
30,933.871,0.70965,0.44332,0.82947,0.99428,0.96983,0.98411,0.79488,0.7128,0.43083,0.80739,0.0014258,0.0014258,0.0014258
31,965.912,0.71527,0.44577,0.82574,0.99337,0.97629,0.98371,0.80192,0.71163,0.41577,0.80641,0.001406,0.001406,0.001406
32,997.176,0.69739,0.43346,0.8254,0.99337,0.97629,0.98274,0.81363,0.6979,0.40541,0.80357,0.0013862,0.0013862,0.0013862
33,1028.98,0.71624,0.43445,0.82026,0.99327,0.97629,0.98011,0.81447,0.6915,0.40637,0.80298,0.0013664,0.0013664,0.0013664
34,1060.14,0.68888,0.4299,0.83161,0.99288,0.97414,0.98454,0.81893,0.69333,0.40738,0.80168,0.0013466,0.0013466,0.0013466
35,1091.69,0.70647,0.43494,0.82821,0.9891,0.97804,0.98432,0.82747,0.6667,0.39272,0.79535,0.0013268,0.0013268,0.0013268
36,1123.45,0.71306,0.42989,0.82799,0.9891,0.9781,0.98504,0.80807,0.70281,0.40784,0.80324,0.001307,0.001307,0.001307
37,1154.77,0.72981,0.43255,0.82751,0.99514,0.97629,0.97966,0.81677,0.6906,0.41047,0.79646,0.0012872,0.0012872,0.0012872
38,1186.65,0.72721,0.43941,0.82747,0.99559,0.97351,0.98357,0.81016,0.69656,0.41801,0.79925,0.0012674,0.0012674,0.0012674
39,1218.16,0.68753,0.43097,0.82627,0.99342,0.97599,0.98438,0.81705,0.67608,0.39962,0.79574,0.0012476,0.0012476,0.0012476
40,1249.89,0.71228,0.42409,0.82782,0.99091,0.97414,0.98395,0.81717,0.68257,0.40182,0.79624,0.0012278,0.0012278,0.0012278
41,1281.3,0.68067,0.42186,0.82344,0.98672,0.97414,0.98405,0.82118,0.66031,0.38687,0.79167,0.001208,0.001208,0.001208
42,1313.77,0.69134,0.41387,0.81676,0.9889,0.97629,0.98425,0.82036,0.6721,0.38979,0.79552,0.0011882,0.0011882,0.0011882
43,1345.24,0.67073,0.41165,0.8252,0.98912,0.97979,0.9851,0.83757,0.63315,0.37571,0.78772,0.0011684,0.0011684,0.0011684
44,1377.04,0.67081,0.40956,0.83337,0.99326,0.97629,0.9843,0.82084,0.65785,0.38032,0.79242,0.0011486,0.0011486,0.0011486
45,1408.31,0.66942,0.40124,0.82668,0.99298,0.97629,0.9844,0.82204,0.65739,0.38468,0.78934,0.0011288,0.0011288,0.0011288
46,1440.28,0.64737,0.40178,0.81872,0.99316,0.97629,0.98459,0.83011,0.61888,0.3771,0.78699,0.001109,0.001109,0.001109
47,1471.78,0.63665,0.39188,0.81972,0.99079,0.97629,0.98288,0.8317,0.62587,0.37101,0.7866,0.0010892,0.0010892,0.0010892
48,1503.06,0.62293,0.39011,0.8134,0.99343,0.97835,0.98226,0.8302,0.63036,0.37495,0.78833,0.0010694,0.0010694,0.0010694
49,1534.59,0.64637,0.3968,0.81651,0.99344,0.97841,0.98237,0.82425,0.65735,0.38063,0.79425,0.0010496,0.0010496,0.0010496
50,1566.45,0.61698,0.38719,0.81498,0.99105,0.97629,0.98462,0.82863,0.63183,0.37934,0.78802,0.0010298,0.0010298,0.0010298
51,1598.14,0.676,0.39875,0.81671,0.9891,0.97769,0.98477,0.82301,0.63651,0.38241,0.79034,0.00101,0.00101,0.00101
52,1629.56,0.65435,0.39711,0.82555,0.99751,0.97629,0.98419,0.82033,0.62995,0.38909,0.78993,0.0009902,0.0009902,0.0009902
53,1661.48,0.63934,0.39539,0.82388,0.99561,0.97787,0.98506,0.83022,0.62342,0.3945,0.78627,0.0009704,0.0009704,0.0009704
54,1693.04,0.65273,0.39445,0.81605,0.99779,0.9713,0.98506,0.8303,0.62467,0.38753,0.78626,0.0009506,0.0009506,0.0009506
55,1724.67,0.63327,0.38829,0.81319,0.99343,0.97769,0.98489,0.83461,0.61516,0.36882,0.78575,0.0009308,0.0009308,0.0009308
56,1755.95,0.61577,0.37629,0.81141,0.99738,0.97414,0.98493,0.83577,0.61375,0.34759,0.7878,0.000911,0.000911,0.000911
57,1787.71,0.64809,0.38691,0.82465,0.99718,0.97414,0.98519,0.83045,0.64881,0.3513,0.78588,0.0008912,0.0008912,0.0008912
58,1819.11,0.63637,0.38708,0.81547,0.99557,0.97414,0.98493,0.82708,0.64239,0.35324,0.79091,0.0008714,0.0008714,0.0008714
59,1850.8,0.63442,0.38625,0.82152,0.9956,0.97607,0.98517,0.83898,0.62076,0.35291,0.78293,0.0008516,0.0008516,0.0008516
60,1882.63,0.64219,0.38582,0.81467,0.9978,0.97601,0.98374,0.83368,0.60776,0.35931,0.78337,0.0008318,0.0008318,0.0008318
61,1914.41,0.61107,0.37547,0.81305,0.99555,0.97845,0.98384,0.83771,0.60365,0.35925,0.78432,0.000812,0.000812,0.000812
62,1945.94,0.57465,0.36534,0.80832,0.99519,0.97845,0.98371,0.8369,0.59494,0.34804,0.78178,0.0007922,0.0007922,0.0007922
63,1978.01,0.59506,0.37439,0.81434,0.99729,0.97845,0.9854,0.84631,0.58908,0.33378,0.78207,0.0007724,0.0007724,0.0007724
64,2009.72,0.59884,0.36506,0.81575,0.99972,0.97629,0.98549,0.8504,0.57643,0.33352,0.77745,0.0007526,0.0007526,0.0007526
65,2041.88,0.59167,0.36491,0.81259,0.99956,0.97629,0.98553,0.84709,0.58318,0.32731,0.77946,0.0007328,0.0007328,0.0007328
66,2073.89,0.5926,0.36408,0.81029,0.9976,0.97629,0.98548,0.8476,0.58021,0.32514,0.77889,0.000713,0.000713,0.000713
67,2105.68,0.5854,0.35726,0.80953,1,0.97616,0.98568,0.84516,0.59046,0.32936,0.77805,0.0006932,0.0006932,0.0006932
68,2137.36,0.59348,0.36275,0.8097,0.99792,0.97414,0.98538,0.85246,0.5698,0.32808,0.77502,0.0006734,0.0006734,0.0006734
69,2169.79,0.60481,0.36608,0.80921,0.99511,0.97629,0.98512,0.84616,0.5916,0.32964,0.7778,0.0006536,0.0006536,0.0006536
70,2201.77,0.57982,0.35198,0.81023,0.99965,0.97629,0.9857,0.85155,0.56431,0.32636,0.77657,0.0006338,0.0006338,0.0006338
71,2233.4,0.56173,0.34673,0.80537,0.99917,0.97629,0.98854,0.85201,0.57013,0.32664,0.77717,0.000614,0.000614,0.000614
72,2264.88,0.56423,0.3559,0.81454,0.9978,0.97842,0.98884,0.85396,0.55444,0.32214,0.77602,0.0005942,0.0005942,0.0005942
73,2297.41,0.55676,0.34297,0.8038,0.9978,0.97735,0.98857,0.85608,0.553,0.32041,0.77641,0.0005744,0.0005744,0.0005744
74,2329.4,0.54373,0.33818,0.80856,0.99974,0.97414,0.98557,0.84871,0.58333,0.32453,0.77754,0.0005546,0.0005546,0.0005546
75,2361.04,0.54149,0.33898,0.80246,0.99984,0.97414,0.98562,0.85563,0.5589,0.31767,0.7746,0.0005348,0.0005348,0.0005348
76,2393.07,0.55506,0.34595,0.80975,0.99889,0.97414,0.98549,0.85743,0.55283,0.31303,0.7746,0.000515,0.000515,0.000515
77,2425.54,0.55509,0.34533,0.80813,0.9978,0.97591,0.98566,0.85869,0.53651,0.31511,0.77247,0.0004952,0.0004952,0.0004952
78,2457.43,0.55332,0.33979,0.80796,0.99926,0.97629,0.98534,0.84733,0.57367,0.31619,0.77621,0.0004754,0.0004754,0.0004754
79,2489.55,0.56752,0.34142,0.80895,0.9978,0.97796,0.98508,0.85965,0.54927,0.3087,0.77138,0.0004556,0.0004556,0.0004556
80,2522.09,0.55884,0.34303,0.80803,0.99778,0.97845,0.98528,0.8633,0.53931,0.3048,0.77013,0.0004358,0.0004358,0.0004358
81,2553.97,0.54567,0.33502,0.80548,0.99734,0.97845,0.98545,0.8677,0.52585,0.29827,0.76937,0.000416,0.000416,0.000416
82,2586.06,0.5398,0.3359,0.8065,1,0.97775,0.98555,0.86395,0.53019,0.29753,0.77064,0.0003962,0.0003962,0.0003962
83,2618.04,0.53052,0.3317,0.79989,0.99992,0.97845,0.98489,0.86532,0.53421,0.29911,0.77179,0.0003764,0.0003764,0.0003764
84,2649.7,0.53302,0.32952,0.80157,0.99969,0.97845,0.98575,0.86314,0.53934,0.29687,0.77205,0.0003566,0.0003566,0.0003566
85,2681.86,0.55691,0.32964,0.80587,0.99977,0.97845,0.98572,0.8668,0.53528,0.29412,0.77091,0.0003368,0.0003368,0.0003368
86,2713.8,0.54415,0.32962,0.805,0.99989,0.97845,0.98498,0.85987,0.53996,0.29712,0.77028,0.000317,0.000317,0.000317
87,2745.75,0.54685,0.32941,0.81091,0.99996,0.97845,0.98508,0.86865,0.5198,0.29554,0.76769,0.0002972,0.0002972,0.0002972
88,2778.45,0.54478,0.33417,0.8076,1,0.97832,0.98512,0.86961,0.51715,0.29653,0.76751,0.0002774,0.0002774,0.0002774
89,2810.9,0.52009,0.32268,0.80169,1,0.97828,0.98575,0.86865,0.51675,0.29811,0.76783,0.0002576,0.0002576,0.0002576
90,2843.02,0.52225,0.32563,0.79835,1,0.97824,0.98514,0.86363,0.51703,0.29924,0.76771,0.0002378,0.0002378,0.0002378
91,2872.84,0.5198,0.37936,0.80205,1,0.97826,0.98396,0.86622,0.51706,0.30677,0.76712,0.000218,0.000218,0.000218
92,2902.15,0.53427,0.37028,0.80347,1,0.97827,0.98239,0.86351,0.52478,0.33947,0.76786,0.0001982,0.0001982,0.0001982
93,2931.3,0.50737,0.33831,0.80425,1,0.9781,0.98028,0.85815,0.5284,0.35814,0.76841,0.0001784,0.0001784,0.0001784
94,2960.42,0.49957,0.3406,0.80328,0.99759,0.97845,0.98025,0.85985,0.53445,0.35101,0.76778,0.0001586,0.0001586,0.0001586
95,2990,0.50938,0.33592,0.79835,0.99751,0.97845,0.98015,0.86153,0.52811,0.32441,0.76552,0.0001388,0.0001388,0.0001388
96,3019.22,0.50047,0.32717,0.80209,0.99755,0.97845,0.98007,0.85952,0.525,0.30989,0.76586,0.000119,0.000119,0.000119
97,3048.9,0.49465,0.31983,0.805,0.99754,0.97845,0.97997,0.86314,0.52499,0.30701,0.76631,9.92e-05,9.92e-05,9.92e-05
98,3078.01,0.48297,0.31694,0.79786,0.99755,0.97845,0.97988,0.8642,0.52271,0.30512,0.76629,7.94e-05,7.94e-05,7.94e-05
99,3107.14,0.49185,0.31741,0.80414,0.99905,0.97845,0.9804,0.86411,0.51668,0.30152,0.76555,5.96e-05,5.96e-05,5.96e-05
100,3136.27,0.46369,0.31165,0.80089,0.99952,0.97845,0.98071,0.86308,0.51336,0.29715,0.76534,3.98e-05,3.98e-05,3.98e-05
